epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
192,5614.37,0.47773,0.2752,0.86704,0.99944,1,0.995,0.90382,0.46693,0.22012,0.76804,0.003697,0.003697,0.003697
193,5646.61,0.47623,0.28067,0.86824,1,0.99987,0.995,0.89663,0.47913,0.22315,0.77309,0.003664,0.003664,0.003664
194,5672.94,0.47125,0.27469,0.86691,1,0.99991,0.995,0.89895,0.47831,0.22502,0.77358,0.003631,0.003631,0.003631
195,5704.09,0.4722,0.27683,0.86339,1,0.99987,0.995,0.89862,0.49959,0.22681,0.77759,0.003598,0.003598,0.003598
196,5731.48,0.47738,0.27822,0.86505,1,0.99987,0.995,0.90591,0.48342,0.22434,0.77468,0.003565,0.003565,0.003565
197,5762.78,0.47582,0.27655,0.86487,1,0.99987,0.995,0.9074,0.48129,0.22215,0.7741,0.003532,0.003532,0.003532
198,5789.62,0.4676,0.27686,0.86328,1,0.99991,0.995,0.90551,0.47835,0.22363,0.77201,0.003499,0.003499,0.003499
199,5819.27,0.47788,0.27613,0.86436,1,0.99987,0.995,0.90832,0.46638,0.21976,0.77122,0.003466,0.003466,0.003466
200,5848.52,0.47837,0.27248,0.8692,1,0.99984,0.995,0.90654,0.47674,0.22206,0.77133,0.003433,0.003433,0.003433
201,5879.82,0.48118,0.2747,0.8635,1,0.99984,0.995,0.90473,0.47469,0.22006,0.77133,0.0034,0.0034,0.0034
202,5907.18,0.47144,0.27294,0.86604,1,0.99984,0.995,0.90083,0.48238,0.22228,0.77435,0.003367,0.003367,0.003367
203,5938.41,0.47439,0.27333,0.86809,1,0.99985,0.995,0.90106,0.47838,0.21967,0.77379,0.003334,0.003334,0.003334
204,5965.71,0.46019,0.27168,0.86162,0.99984,0.99838,0.995,0.90047,0.48227,0.22248,0.77278,0.003301,0.003301,0.003301
205,5994.35,0.46517,0.26943,0.86367,0.99989,0.99838,0.995,0.90607,0.46906,0.21771,0.76998,0.003268,0.003268,0.003268
206,6024.91,0.46839,0.27184,0.86573,1,0.99986,0.995,0.90837,0.46267,0.21484,0.76821,0.003235,0.003235,0.003235
207,6055.57,0.46682,0.26931,0.86444,1,0.99987,0.995,0.90526,0.46781,0.21609,0.76819,0.003202,0.003202,0.003202
208,6085.07,0.46202,0.26807,0.8649,1,0.99991,0.995,0.90663,0.47042,0.21775,0.76782,0.003169,0.003169,0.003169
209,6112.83,0.46484,0.27017,0.86413,1,0.99985,0.995,0.90623,0.47118,0.22033,0.76739,0.003136,0.003136,0.003136
210,6141.96,0.46566,0.26839,0.86146,1,0.99985,0.995,0.90583,0.4688,0.21793,0.76645,0.003103,0.003103,0.003103
211,6171.83,0.46635,0.27254,0.86562,1,0.99983,0.995,0.90598,0.46906,0.21745,0.76632,0.00307,0.00307,0.00307
212,6198.63,0.46708,0.27032,0.86175,0.99992,0.99838,0.995,0.90443,0.47212,0.21867,0.76594,0.003037,0.003037,0.003037
213,6230.04,0.46251,0.26564,0.86388,1,0.99985,0.995,0.904,0.47238,0.21659,0.76608,0.003004,0.003004,0.003004
214,6258.78,0.46393,0.26686,0.86466,1,0.99985,0.995,0.90227,0.4737,0.21775,0.76665,0.002971,0.002971,0.002971
215,6286.46,0.45755,0.26593,0.85848,1,0.99985,0.995,0.90017,0.47499,0.21736,0.76736,0.002938,0.002938,0.002938
216,6317.03,0.46458,0.27334,0.86336,0.9999,0.99838,0.995,0.9,0.4758,0.21721,0.76771,0.002905,0.002905,0.002905
217,6345.48,0.456,0.26225,0.86225,1,0.99985,0.995,0.89842,0.48145,0.21661,0.76837,0.002872,0.002872,0.002872
218,6375.02,0.45036,0.26237,0.86199,1,0.99986,0.995,0.90078,0.47051,0.21315,0.76695,0.002839,0.002839,0.002839
219,6404.11,0.45674,0.26321,0.86308,1,0.99985,0.995,0.89645,0.47726,0.21654,0.76852,0.002806,0.002806,0.002806
220,6434.76,0.46294,0.26828,0.86565,0.99989,0.99838,0.995,0.89514,0.47852,0.21862,0.76901,0.002773,0.002773,0.002773
221,6462.46,0.45117,0.26108,0.86027,0.9999,0.99838,0.995,0.8941,0.47909,0.21968,0.76899,0.00274,0.00274,0.00274
222,6492.56,0.45505,0.25983,0.85965,1,0.99984,0.995,0.89836,0.47107,0.21586,0.76823,0.002707,0.002707,0.002707
223,6520.58,0.45161,0.26228,0.86271,1,0.99992,0.995,0.90389,0.46498,0.21401,0.76737,0.002674,0.002674,0.002674
224,6549.94,0.45384,0.26566,0.86063,1,0.9999,0.995,0.90258,0.46949,0.21475,0.76821,0.002641,0.002641,0.002641
225,6579.49,0.45617,0.26064,0.86553,1,0.99985,0.995,0.90087,0.46807,0.21525,0.76763,0.002608,0.002608,0.002608
226,6607.72,0.45443,0.26253,0.86034,1,0.99986,0.995,0.90316,0.46542,0.21326,0.76683,0.002575,0.002575,0.002575
227,6638.09,0.44956,0.25618,0.86111,1,0.99988,0.995,0.90268,0.46716,0.21385,0.76766,0.002542,0.002542,0.002542
228,6665.67,0.44829,0.25389,0.85963,1,0.99989,0.995,0.90162,0.47195,0.21381,0.76989,0.002509,0.002509,0.002509
229,6697.91,0.44524,0.25449,0.86195,1,0.99987,0.995,0.90499,0.47392,0.21509,0.77076,0.002476,0.002476,0.002476
230,6725.53,0.44594,0.2592,0.86013,1,0.99981,0.995,0.9057,0.47005,0.2145,0.77042,0.002443,0.002443,0.002443
231,6755.02,0.44279,0.25773,0.86044,0.99991,0.99838,0.995,0.90428,0.47543,0.21594,0.77056,0.00241,0.00241,0.00241
232,6782.71,0.44303,0.25477,0.85849,0.99991,0.99838,0.995,0.9032,0.47815,0.21801,0.76991,0.002377,0.002377,0.002377
233,6814.1,0.44472,0.25207,0.86176,0.9999,0.99838,0.995,0.8993,0.48161,0.21735,0.77051,0.002344,0.002344,0.002344
234,6842.35,0.44652,0.25528,0.85875,1,0.99982,0.995,0.89848,0.47778,0.21658,0.76979,0.002311,0.002311,0.002311
235,6871.7,0.4417,0.25479,0.86137,0.9999,0.99838,0.995,0.90072,0.47381,0.21619,0.76881,0.002278,0.002278,0.002278
236,6901.42,0.44343,0.25061,0.8603,1,0.99981,0.995,0.89943,0.46957,0.21467,0.76809,0.002245,0.002245,0.002245
237,6929.49,0.45009,0.25657,0.86239,0.99991,0.99838,0.995,0.90009,0.47051,0.21522,0.76796,0.002212,0.002212,0.002212
238,6961.17,0.44363,0.2557,0.86173,0.99992,0.99838,0.995,0.89983,0.47159,0.2159,0.76805,0.002179,0.002179,0.002179
239,6989.4,0.43375,0.24834,0.85714,0.99992,0.99838,0.995,0.89759,0.47166,0.2159,0.7677,0.002146,0.002146,0.002146
240,7016.48,0.43737,0.25049,0.85823,0.99992,0.99838,0.995,0.898,0.47191,0.2156,0.76783,0.002113,0.002113,0.002113
241,7044.94,0.44089,0.24922,0.85907,0.99992,0.99838,0.995,0.89861,0.47046,0.21513,0.76774,0.00208,0.00208,0.00208
242,7074.45,0.43812,0.24994,0.85735,0.99992,0.99838,0.995,0.89786,0.47187,0.21532,0.76768,0.002047,0.002047,0.002047
243,7103.73,0.43423,0.24627,0.85612,0.99992,0.99838,0.995,0.89872,0.47504,0.21525,0.76811,0.002014,0.002014,0.002014
244,7134.86,0.44057,0.24984,0.86088,0.99991,0.99838,0.995,0.89728,0.4787,0.21602,0.76856,0.001981,0.001981,0.001981
245,7162.82,0.43453,0.25044,0.85819,0.99991,0.99838,0.995,0.89703,0.47911,0.21591,0.76843,0.001948,0.001948,0.001948
246,7193.04,0.42994,0.24823,0.85614,0.99992,0.99838,0.995,0.89873,0.47715,0.21634,0.76797,0.001915,0.001915,0.001915
247,7221.35,0.43195,0.24848,0.85697,0.99992,0.99838,0.995,0.89774,0.47796,0.21643,0.76795,0.001882,0.001882,0.001882
248,7249.71,0.42888,0.24286,0.85385,0.99991,0.99838,0.995,0.89877,0.4788,0.21704,0.76819,0.001849,0.001849,0.001849
249,7279.84,0.43452,0.24632,0.85831,0.9999,0.99838,0.995,0.89822,0.47875,0.21599,0.76872,0.001816,0.001816,0.001816
250,7307.97,0.43416,0.24877,0.85819,0.99991,0.99838,0.995,0.89882,0.47958,0.21619,0.76858,0.001783,0.001783,0.001783
251,7337.18,0.42827,0.24078,0.85717,0.99991,0.99838,0.995,0.90117,0.47538,0.21498,0.76798,0.00175,0.00175,0.00175
252,7366.62,0.42787,0.24333,0.85853,0.99992,0.99838,0.995,0.90225,0.47653,0.21601,0.76854,0.001717,0.001717,0.001717
